1;Знаток женщин;В игру приглашаются двое мужчин, каждый получает по указке в руки. Выносятся плакаты с нарисованными на них женскими платьями. На платьях есть все детали - рюшки, защипы, пройма, шлица, разрез и т.д. Ведущий, не показывая, называет деталь, а мужчины показывают указкой. Кто не смог - проиграл.
1;Вспомни детали;В комнату заходит ведущий, в руках вещь,$он на короткое время ее показывает, делает отвлекающие движения и прячет ее.$Участники должны вспомнить как можно больше деталей.
1;У кого на коленях?;В просторной комнате по кругу расставляются стулья. На них садятся играющие - мужчины и женщины. Выбирается водящий. Ему завязывают глаза.$Включается музыка, и водящий идёт по кругу. Как только музыка прерывается, водящий останавливается и садится на колени к тому, возле кого он остановился. Тот, к кому он сел, должен затаить дыхание и не выдать себя.$Остальные спрашивают: "У кого?" Если водящий угадает, у кого он сидит на коленях, то тот становится водящим.
1;Достань конфету;В тарелку наливают сметану (или что-либо густое, съедобное и, желательно, вкусное или насыпают муку), в тарелку бросают кольцо (можно обойтись конфетой). Игрок должен без помощи рук достать из тарелки брошенное кольцо. Что будет с его лицом, представить не трудно Лучше всего подходит для этой игры девушки с накрашенными лицами. 
1;Пылесосики;В этой игре может быть любое количество игроков, любое соотношение полов. Берется одна игральная карта (желательно пластиковая). Все встают в круг и начинают передавать карту друг другу, удерживая ее ртом за счет всасывания воздуха. Тот, по чьей вине карта «сошла с дистанции», выбывает. В итоге остается один победитель. После некоторой тренировки финал игры (когда остаются два человека) превращается в азартное зрелище (можно даже делать ставки).
1;Козьи ножки;В этом конкурсе принимают участие только мужчины. Но о том, что будут выявляться лучшие мужские ноги, они вначале знать не должны. Ведущая объявляет присутствующим мужчинам о том, что состоится соревнование по сбору косметики (губная помада, пудра, косметические наборы, тушь для ресниц и т.д.), которая разбросана по полу. Кто больше и быстрее наберет косметических принадлежностей, тот побеждает в этом конкурсе. Но для удобства мужчины должны как можно выше загнуть брюки.$После того, как косметика собрана, ведущая объявляет победителя. Но ни того, кто больше всех собрал косметики, а у кого (по мнению женского жюри) самые красивые мужские ноги.
1;Прыгаем на одной ноге;В эту игру интересно играть командами по 6-8 человек. Обе команды становятся в$широкий круг и выделяют для состязания по игроку. Оба игрока становятся в середине круга лицом друг к другу, сгибают левую ногу в колене, а сзади правой рукой держат ее за ступню. Левыми руками противники пытаются столкнуть друг друга с места, прыгая при этом на одной ноге. Если кто-либо опустит ногу, то теряет очки. Игрок, сдвинувшийся с места, также теряет очко. Стоящие вокруг, во время состязания, ритмично хлопают в ладоши или поют, подзадоривая играющую пару. Выигравшая команда записывает очко, а состязавшиеся становятся в круг. Выходят новые игроки и все начинается сначала. Команда, набравшая больше очков, выигрывает, она становится сильнейшей. После игры слабые обязаны в виде штрафа выполнить любое задание, например, проскакать на одной или двух ногах до определенного места, станцевать, влезть на высокое дерево и т.д. Вступить в игру они могут лишь после этого.$Игра развивает ловкость, чувство коллективизма, выносливость.
1;Поцелуйчики;В эту игру лучше играть с подругой. Но кому как хочется. Игроки - поровну парни и девушки. Начинающий целует девушку и снимает одну вещь, девушка целует парня и тоже снимает одну вещь. И так по нарастающей - поцеловал, снимай вещь. Тот кто, откажется раздеваться дальше, выходит из игры. Продолжают до победного конца, т.е. когда уже снимать будет нечего 
1;Укуси его;В эту игру, если я не ошибаюсь, играют даже на свадьбах в Китае. Суть в следующем: яблоко подвязывают на нитку, после чего игроки ( обычно 2 ), держа руки за спиной, должны его съесть. 
1;Поцелуй пупсика;Ведущий берет куклу, лучше всего обычного голенького пупса. Под каким-либо предлого (например: это наш именинник, он только что родился, так давайте его поцелуем) предлагает его поцеловать всем по очереди, объявляя при этом, куда он это делает. Например: "Я целую его в глазик, чтобы он хорошо видел". Почторяться, естественно, нельзя! По исчерпании ручек и ножек гости, думая, что игра только в этом и заключается, будут называть и целовать пупса в весьма экзотические места. Ведущий игру должен все старательно запоминать... После окончания круга ведущий объявляет, что хватит тренироваться на пупсике. И тпереь каждый должен поцеловать соседа в том порядке, как передавалась кукла, в то место, которое он объявил... Если игра проходит не только в молодом обществе, а, например, на свадьбе, то при особом сопротивлении сторон к целованию можно разрешить замену целования каким-либо действием (пляска, стих, песня...). Для полностью молодого общества лучше назначить другую плату за проигрыш. Например, если отказался, то бежишь за добавкой... или за тортом. 
1;Что на ком;Ведущий встречает каждого вновь прибывшего гостя и незаметно для остальных прячет на нем какой-нибудь небольшой предмет. Заранее нужно написать список спрятанных предметов, размножить его и раздать всем присутствующим. Гости должны найти предмет и вписать имя того человека, на ком он был спрятан. В хорошо знакомой компании прятать можно практически везде. Для игры можно использовать монетки, булавки, маленькие заколки для волос, пуговицы, значки, ленточки и тесемки, леденцы и жевательную резинку.
1;Поцелуйчики-1;Ведущий вызывает в игру двух мужчин и двух женщин. Затем, завязав глаза двум участникам, ведущий задаёт им вопросы, показывая на того, на кого ему хочется. "Скажите, куда будем целовать? Сюда?". И показывает, например, на щёчку (можно уши, губы, глаза, руки и т.д.). Задаёт вопросы ведущий до тех пор, пока участник с завязанными глазами не скажет "Да". Тогда ведущий спрашивает: "А сколько раз? Столько?". И показывает на пальцах - сколько раз, каждый раз меняя комбинацию, пока играющий не скажет: "Да". Ну, а потом, развязав глаза участнику, его и заставляют сделать то, на что он согласился - например поцеловать коленку парня 10 раз.
1;Пионерская эротическая;Ведущий вызывает в игру двух мужчин и двух женщин. Как лучше распределить пары игроков, по принадлежности к одному полу или по противоположному, решать Вам. Затем, завязав глаза двум участникам, ведущий задаёт им вопросы, показывая на того, на кого ему хочется. "Скажите, куда будем целовать? Сюда?". И показывает, например, на щёчку (можно уши, губы, глаза, руки и т.д.). Задаёт вопросы ведущий до тех пор, пока участник с завязанными глазами не скажет "Да". Тогда ведущий спрашивает: "А сколько раз? Столько?". И показывает на пальцах - сколько раз, каждый раз меняя комбинацию, пока играющий не скажет: "Да". Ну, а потом, развязав глаза участнику, его и заставляют сделать то, на что он согласился - например поцеловать коленку мужчи- ны восемь раз.
1;Принесите мне;Ведущий делит всех присутствующих на две команды и вызывает к себе по одному участнику от каждой команды. Их задача состоит в следующем: по просьбе ведущего они должны приносить ему предметы, которые он попросит, - кто быстрее.$Ведущий ведет счет и определяет победителя. Среди предметов, которые будет называть ведущий, могут быть часы, ботинок, любой предмет со стола. Самое главное, чтобы появился азарт и желание победить. Последним предметом, который просит принести ведущий, обычно бывает женский бюстгальтер.
1;Последний герой;Ведущий достает из мешка головные уборы литературных героев: полосатый колпак - Буратино, кивер - гусара, широкополую шляпу - Кота в сапогах, чепец - черепахи Тортиллы, колпак - Гнома, военную полевую фуражку - солдата Швейка, цилиндр - Онегина, чалму - Хоттабыча. Гости угадывают, какой головной убор какому герою принадлежит. Угадавший получает свой головной убор и поздравляет всех собравшихся с Новым годом в соответствующем образе.$Наиболее артистичные участники тоже награждаются памятными призами.$Головные уборы можно заменить на любые другие вещи, характерные для данных героев.
1;Мастер на все руки;Ведущий заранее готовит два комплекта карточек с заданиями. Первый должен содержать задания, выполнение которых требует наличия определенного кругозора, второй - ловкости, смекалки, актерских способностей. Карточки должны быть пронумерованы, а задания в них - в зависимости от порядкового номера - располагаться от наиболее легкого к наиболее трудному. Номера карточек должны быть написаны с двух сторон, текст с одной. Задания могут быть самыми разнообразными.$Правила выполнения таковы. На противоположных краях стола раскладываются строго в соответствии с порядковыми номерами оба комплекта заданий: текстом вниз, номерами вверх. Играющий должен знать в общих чертах отличительную особенность заданий каждого комплекта и то, что от первого до десятого номера задания постепенно усложняются. Участнику предоставляется право трижды вытащить по одной карточке и выполнить описанное в ней задание. При этом он имеет право по выбору тянуть свой жребий либо из какого-нибудь одного комплекта, либо из обоих по очереди.$Побеждает участник, справившийся со всеми заданиями. Он получает почетное звание «Мастер на все руки».
1;Загадочный незнакомец;Ведущий зачитывает гостям список черт характера и других особенностей, относящихся к кому-нибудь из присутствующих, и предлагает назвать имя загадочного незнакомца после того, как все познакомятся и зададут соответствующие вопросы. Побеждает тот, кто сделает это быстрее всех.$Примерный список характеристик$Размер обуви.$Количество жен (мужей).$Любимый фильм (книга, группа и т. п.).$Хобби.$Прозвище в детском саду, школе.$Домашние любимцы.
1;Автограф;Ведущий раздает мужчинам по открытке и ручке. По сигналу они должны начать собирать автографы у присутствующих дам. Кто больше автографов соберет, тот и победитель.
1;Поцелуй;Вечеринка... Если все происходит в зале, то в прилегающей комнате заранее надо спрятать трех крупных парней, чтобы об этом никто не знал. В простыне прорежьте три отверстия для губ и повесьте ее, закрывая дверной проем между залом, где все, и комнатой, где ребята спрятаны.$Девчонкам одинаково накрасьте губы. Они идут за простыню и вставляют губы в прорези.$Теперь пригласите ребят, которые вызвались участвовать в игре. Они должны по очереди подойти к этой простыне и поцеловать каждые губы.$Потом у них спросите, какая из трех девушек им больше понравилась. И ребята начнут описывать, что у этой такие прекрасные губы, а та так клево целуется, а эта...$А в это время девушки за простынею прячутся в соседнюю комнату и остаются только ребята. Затем, снимите простыню... Там стоят спрятанные парни с накрашенными губами. Эффект поразительный! 
1;Поцелуйчик;Все - в круг, М-Ж-М-Ж-М-Ж и т.д. Берется игральная$карта или кусочек картона, медленно всасывая в себя воздух, первый участник прилепляет к губам карту (губы должны быть сухими), затем передает в губы второму, второй - третьему. И так, пока кто-нибудь не уронит. Особенно забавно выглядит, если картонка маленькая и круглая. Участники будут давиться от смеха и ронять... Наверно, так можно поэкспериментировать со спичечным коробком.-) 
1;Хороводы;Все встают в круг, причем парни встают напротив девушек. Ведущий объявляет, что нужно сделать играющим, а те выполняют сказанное. Что сделать, определяется только фантазией ведущего, например, поздороваться как близкие друзья или как враги, обняться, поцеловаться и пр. После каждого действия внешний круг двигается по часовой стрелке. 
1;Не пролей каплю;Все гости сидят за столом и по кругу передают стакан. Каждый наливает в стакан немного какого-либо напитка. Последний, у кого стакан переполнится, и напиток перельётся через край, должен сказать тост и выпить. 
1;Сделай круг;Все играющие садятся на стулья в круг МЖМЖМЖМЖМЖ. Ведущий заготавливает лист вопросов заранее, примерно 30 вопросов для 10 играющих.Вопросы должны начинаться со слова Кто? У кого? и тп. Например, Кто сегодня получил комплимент? У кого одето черное нижнее белье? Кто сегодня сказал неправду? Кто сегодня целовался? Кто умеет печь пироги? Кто считает, что у него красивые ноги? итд вопросы зависят от раскрепоженности компании. После каждого вопроса, все игроки, для которых ответ на вопрос положительный, двигаются вправо на одно место, и если там уже сидят, то садятся на колени. Таким образом получается и по несколько человек, сидящих друг на друге. Кто первые сделал круг и вернулся на свое место - победил! очень весело! 
1;С мячом на пляже;Все играющие становятся в круг, один от другого на расстоянии вытянутых рук. Перед их носками чертится окружность. Выбираются водящий и его защитник. Они оба идут в середину круга. Задача играющих: осалить мячом водящего, но этому мешает его защитник.$По сигналу игроки начинают перебрасывать друг другу мяч. Улучив момент, кто-либо пытается поразить водящего. Водящий, спасаясь от мяча, бегает, прыгает, увертывается от мяча, а защитник, защищая водящего, пытается поймать мяч, отбрасывает его руками, ногами, всем корпусом. Если ему все-таки не удастся защитить и в водящего попадает мяч, то они оба меняются местами с тем, кто попал в водящего и кого он выберет себе в защитники. Игра начинается вновь.$Засчитывается попадание мячом в любую часть тела, кроме головы, даже в том случае, если мяч отскочил от какого-либо предмета, от пола (земли), от защитника. Но играющие должны помнить: при броске мяча в водящего заходить за черту круга запрещается, такой бросок не засчитывается.
1;Испорченный телефон;Все садятся в ряд, первый игрок загадывает слово или фразу и быстро шепотом передает ее следующему, и так далее. После прохождения слова по всей цепочке начинающий объявляет задуманное слово или фразу, а последний то, что до него дошло. Как говорят в Одессе, загаданное и дошеднее - это две большие разницы
1;Отгадай-ка;Все участники делятся на две команды. Первая команда придумывает какое-либо хитроумное слово, а затем говорит его одному из игроков противоположной команды. Задача избранного - не издавая ни звука, только жестами, мимикой и пластикой движений изобразить загаданное слово, так, чтобы его команда смогла отгадать что же было задумано. После успешного отгадывания команды меняются ролями. После некоторой практики данную игру можно усложнить и сделать на порядок интереснее, загадывая не слова, а фразы. 
1;Тесный круг;Все участники пишут на бумажках название какой-либо части тела (рука, бедро, ухо, нос и т. п.). Все бумажки складываются в шляпу. Шляпа кладется на пол, и участники встают вокруг нее (желательно чередовать девушек с парнями). По очереди доставая бумажки, они касаются рукой указанных мест (1-й круг - правой рукой, 2-й - левой, 3-й опять правой и т.д.). В результате формируются уникальные позы. Всем весело. Игра заканчивается, когда в шляпе не остается бумажек.
1;Статуя любви;Выбирается два мужа - держатели гарема. Выбираются первые жены. Заранее должны быть подготовлены карточки, на которых написаны названия различных частей тела. Муж и первая жена вытягивают по одной карточке (карточки перевернуты словами вниз) и соприкасаются теми частями тела, которые указаны у каждого на карточке. Далее выбирается вторая жена. Она и муж вытягивают по новой карточке. Вторая жена должна пристроится к мужу, который уже соприкасается с первой женой. Так количество жен увеличивается, пока к мужу еще можно будет дотянутся и соприкоснуться или пока не закончатся претендентки на место жен гарема. Побеждает тот гарем у которого - "статуя любви" (муж + все жены) будет интересней, оригинальней и смешнее выглядеть. 
1;Кенгуру;Выбирается доброволец. Один ведущий уводит его подальше и объясняет, что он должен будет изображать кенгуру жестами, мимикой и т.п., но ни издавая ни звука, а все остальные должны догадаться, что за животное он показывает. В это время второй ведущий рассказывает аудитории, что сейчас жертва будет показывать кенгуру, но все должны притворяться, что они не понимают, что же за животное им показывается. Надо называть любых других животных, но не кенгуру. Это должно быть что-то типа: "Ой, значит оно прыгает! Так. Наверное это кролик. Нет!? Странно, ну тогда это обезьяна." Если через 5 минут имитатор еще не будет бросаться на всех с криками: "Вы что дебилы? Не можете отгадать простое животное? Показываю еще раз! Смотрите, идиоты!", то у него поистине стальные нервы. 
1;Огурец;Выбирается один ведущий, а все остальные становятся в очень тесный круг ( плечом к плечу).Причом, руки игроков должны находится сзади.Суть игры :нужно не заметно от ведущего передовать за спинами огурец и при каждом удомном случае откусывать от него по кусочку. А задача ведущего отгадать в чьих руках находится огурец. Если ведущий отгадал, то пойманный им игрок становится на его место. Игра продолжается до тех пор пока не съеден огурец. Это очень весело!
1;Сделай дырку;Выбирается пара (М-Д). Можно несколько пар. Берется обыкновенный лист бумаги и помещается между лицами партнеров. Те в свою очередь удерживают его лбами(это просто). Теперь, по команде они пытаются сделать дырку в листе (это уже сложнее). Не давайте им рвать лист, а только делать дырки. Совет: рвать легче всего ртами, проталкивая лист языком. Конечно можно пытаться укусить лист, но вот почему-то всегда вместе с листом попадается нос партнера. 
1;Береги нос;Выбирается пара или несколько пар (тогда конкурс проводится на время). Обыкновенный лист бумаги помещают между лицами партнеров. Те, в свою очередь, удерживают его лбами (это просто). Теперь по команде они пытаются сделать дырку в листе (это уже сложнее). Ведущий должен предупредить участников, что рвать лист строго запрещается - за это назначается штраф. Совет: легче всего продырявить лист языком.$Конечно, можно попытаться прокусить лист, но вот почему-то всегда вместе с листом попадается нос партнера.
