2;Молодость - это состояние ожидания и ощущение, что все возможно.$Давайте же выпьем за то, чтобы у виновника сегодняшнего торжества всегда сохранялись душевная молодость и крепкое здоровье, чтобы ему постоянно сопутствовал успех в достижении целей!
2;Рождение ребенка - важное событие в семье. Появился новый человек на земле, наследник, родная кровь, судьба которого в руках родителей и близких. И каким он станет в будущем, во многом зависит от родителей, их ума, знаний, ответственности перед ребенком. Пожелаем, чтобы он унаследовал прекрасные качества своего отца и свой матери.$За счастье родителей!
2;У народов Прибалтики существует такое поверье. Если в семье рождается ребенок, то вместе с ним рождаются 100 чертей. Когда ребенку исполняется год, то появляется один ангел, а чертей в нем становится на одного меньше. И так год за годом: число ангелов растет, а чертей становится меньше. Если же человеку пятьдесят, это значит, что в нем осталось лишь 50 чертей, но появилось 50 ангелов. Сегодня перед нами мужчина, состоящий наполовину из чертей, наполовину из ангелов. И с каждым годом ангельское начало будет в нем все больше преобладать... Hо я предлагаю выпить за сегодняшнего именинника, в котором темные и светлые силы взаимно уравновешены!
2;У нашей именинницы есть один серьезный недостаток: она с каждым годом становится все милее и привлекательнее. Но мы простим ей этот недостаток.$Пожелаем ей и впредь быть такой молодой и энергичной!
2;Что можно сказать о нашем имениннике?$Лицо у него мужественное,$сердце благородное,$интеллект могучий,$характер стойкий,$глаза чистые,$взгляд проницательный,$голова варит,$рулем правит,$все умеет,$денег не жалеет.$Ах, какие у него гены!$Выпьем за супермена!
2;Я поднимаю бокал, чтобы выразить свое горячее, подогретое еще и напитками, чувство герою вечера - N. и поздравить его с днем рождения. Желаю тебе быть как свет, жить двести лет, песни петь и от любви млеть.$Грянем громкое "Ура!" в его честь.
3;Автомобильная авария. Одна машина врезалась в другую. Полицейский останавливает проходящую мимо даму.$- Мадам! - обращается он к ней. - Вы не согласитесь быть свидетелем?$- С удовольствием! - отвечает она. - Но сначала вы мне расскажите, что случилось?$В зале присутствуют те, кто точно знают, что сегодня случилось (я имею в виду бракосочетание!). Они по этому делу проходят как свидетели.$Предлагаю выпить за свидетелей.
3;Американский поэт Лонгфелло сказал:$Муж с женой подобны луку,$Луку с крепкой тетивою.$Хоть она его и тянет,$Но сама ему послушна.$Хоть она его сгибает,$Но сама с ним неразлучна.$Порознь - оба бесполезны.$Поднимем бокалы за долгую и счастливую жизнь новобрачных!
3;Беседуют две подруги.$- У твоего мужа появилась любовница, - говорит одна, - а тебя это почему-то не беспокоит!$- Видишь ли, - отвечает подруга, - при нынешнем материальном положении мы уже можем себе это позволить!$Пpи хорошем материальном положении каждая семья может себе многое позволить! предлагаю выпить за подъем благосостояния!
3;В народе говорят - выдать замуж дочь - это все равно что пережить пожар. Но в народе ничего не говорят о том, что приходится пережить родителям жениха. Вопрос, так сказать, деликатный. Но я надеюсь, мы справимся с "разгулом стихии" вместе с нашими новыми родственниками.$Счастья молодым и здоровья нам, их родителям!
3;В наше время часто приходится слышать: не диво, что расходятся, диво, что живут. А мы вам желаем, чтобы вы жили на диво. И даже больше - на диво дивное!
3;В этот знаменательный день я хочу провозгласить тост за родителей невесты - тещу и тестя. Они вырастили белую лебёдушку, умную, красивую, весёлую - любо посмотреть. Недаром наш молодец так охотился за ней. И хотя некоторые говорят, что тёща - тернии в букете супружества, горькая микстура, но умная теща как мать зятю. Пожелаем ей приносить в семью дочери помощь, доброту совет, ласку, а не разлад. За ваше здоровье, дорогие тесть и тёща.
3;В этот прекрасный день я хочу пожелать молодым, чтобы они обладали тремя привычками. Привычкой к труду, привычкой к здоровью, привычкой к учению. Благодаря этим чудесным привычкам вы достигнете вершины счастья и гармонии. И вместе с вами на этой вершине непременно будет находиться ваша Любовь... За любовь!
3;Встречаются две женщины. Одна говорит:$- Мы с мужем проводим свой отпуск всегда вместе. А вы?$- Обычно мы тоже вместе. Hо пять лет назад в порядке эксперимента поехали отдыхать отдельно.$- Hу и как? Вам понравилось?$- Мне да!$- А мужу?$- Я его не спрашивала... Он еще не веpнулся!$Так выпьем же за то, чтобы мы в семейном отпуске не экспериментировали!
3;Говорят, что у древнегреческого философа-мудреца на перстне был отчеканен такой девиз: "Временная неудача лучше временной удачи".$Хочу пожелать молодым - истинного везения и удачи, а неудачи, если будут, то лишь временными!
3;Государыня Императрица Александра Федоровна Романова записывала мысли различных философов, писателей, церковных деятелей о браке и семье. Все эти мысли были созвучны ее нежному, любящему сердцу.$"Секрет счастья, - записала она, - это внимание друг к другу. Счастье жизни составляется из отдельных минут, из маленьких быстро забывающихся удовольствий от поцелуя, улыбки, доброго взгляда, сердечного комплимента и бесчисленных маленьких, но добрых мыслей и искренних чувств. Любви тоже нужен ее ежедневный хлеб".$Замечательно сказано. Я желаю молодым поступать так, как советовала Александра Федоровна Романова, и тогда они будут счастливы. И хлеб любви всегда будет на их супружеском столе. За молодых! Горько!
3;Давайте выпьем поскорей$За жениха и за невесту!$Но прежде, чем вино испить,$Его бы надо подгорчитъ.$Не делать это ж нам самим:$Поручим это молодым! Горько
3;Два леопарда кружили в лесу и набрели на хижину. В ней на полу была постелена шкура леопарда.$- Ты знаешь, что это такое? - спросил один леопард у другого.$Тот взглянул на шкуру и задрожал, прошептав с ужасом:$- Бежим! Это моя теща!$Давайте сдвинем бокалы в честь хороших тещ, которых бы мы не страшились!
3;Двое молодых мужчин обсуждают своих тещ:$- У меня теща - ангел! - говорит один.$А другой ему завидует:$- Ты счастливый, а моя... еще жива!$Давайте выпьем за тещ! Я желаю всем мужчинам, чтобы их тещи были ангелами! И чтобы они были живы!
3;Девушка, ехавшая на машине, сбила молодого человека-мотоциклиста. Удар оказался несильным. Юно-ша поднялся с земли и обратился к прохожему:$- Вы бы не согласились быть моим свидетелем?$- Не знаю, что и сказать! - отвечает прохо-жий. - Вообще-то я вам не советовал бы после тако-го короткого знакомства... жениться!$Нам известно, что жених с невестой знакомы друг с другом несколько дольше. Поэтому у нас нет никакого основания отговаривать их от женитьбы. Женитесь на здоровье! За молодых!
3;Для многих свадебное путешествие - это последняя возможность увидеть мир, ибо после этого начинаются серые будни. Это ни в коей мере не относится к нашим молодым, ибо я верю, что их свадебное путешествие, которое они собираются вдвоем провести на острове Любви, будет длиться вечность...$Так выпьем за молодых и за прекрасный остров!
3;Долгом в семье является бескорыстная любовь. Каждый должен забыть свое Я", посвятив себя другому. Каждый должен винить себя, а не другого, когда что-нибудь идет не так. Необходимы выдержка и терпение, нетерпение же может все испортить. С обеих сторон должно быть желание сделать брак счастливым и преодолеть все, что этому мешает", - так считала умнейшая из женщин Императрица Александра Федоровна Романова. Добрая, чуткая, нежная мать, она знала секрет супружеского счастья.$Я желаю молодым воспользоваться наставлениями этой благородной женщины, и тогда брачный союз наших молодых, их жизненную дорогу будут освещать ангелы. За молодых! Горько!
3;Дорогие дети! Пусть будет счастлив ваш брак! Пусть будет радостной ваша любовь! Живите в дружбе и согласии. Нам всегда хочется, чтобы счастье было долгим, а поэтому желаю вам счастья только вечного, любви только яркой, друзей только верных! Итак, пусть будет счастлив ваш союз!
3;Дорогие друзья! Сегодня в этот прекрасный зал нас привело радостное событие, которое будет свершаться на наших глазах.$Дорогие молодожены! Вы вступаете в брак, в семейный союз любви и дружбы. Настал желанный час, и вы стали родными. Свою любовь, уважение и привязанность друг к другу вы скрепили узами брака. С этого дня вы начинаете строить свою семью. Это работа творческая, а поэтому интересная, но и трудная одновременно. И дай вам бог с достоинством справиться со всеми трудностями и быть всегда счастливыми!$Чтоб вам свой путь любовью мерять,$И видеть радость жизни всей,$Умейте жить, любить и верить$Друг другу с самых первых дней.
3;Дорогие жених и невеста! От всего сердца поздравляем вас со вступлением в законный брак. Сегодня, в день вашего бракосочетания, вам подарило частицу себя Солнце, и эта частица семейный очаг. Солнце - источник жизни на земле, семейный очаг - источник жизни семьи. Храните этот дорогой подарок всю жизнь. Какой бы холодный ветер ни дул, пламя очага должно гореть, давая свет и тепло вашей семье. Я поднимаю свой бокал за неугасимый свет и тепло вашего очага!
3;Дорогие молодые! У меня понятный и короткий тост. Я желаю, чтобы в вашей жизни всегда присутствовали четыре святых имени, четыре ангела-хранителя: Вера, Надежда, Любовь и Софья-мудрость. Следуйте им, и дай Бог вам счастья в семейной жизни.
3;Дорогие новобрачные! От всей души поздравляем вас со вступлением в законный брак и образованием новой семьи. Совет вам да любовь! Самое прекрасное в жизни - большая человеческая дружба и любовь. Пусть ваша любовь будет такой же долгой, как ваша жизнь! Создавая семью, вы несёте ответственность не только друг перед другом, но и перед обществом, и ваш долг перед ним - жить в любви и счастье, растить здоровых и жизнерадостных детей и быть верной опорой вашим отцам и матерям. В добрый час, дорогие молодожёны, на долгие годы! Провозгласим шумную здравицу в честь новобрачных!
3;Если бы понадобилось написать поучительную историю человеческой жизни - это была бы история из совместной жизни мужчины и женщины.$Если бы понадобилось рассказать поучительную историю человеческой глупости - это была бы история из совместной жизни мужчины и женщины.$За брак, неиссякаемый источник мудрости!
3;Женился юноша на красивой девушке. Просыпаются молодожены после первой брачной ночи. Молодая жена говорит:$- Милый, у нас будет три девочки.$- А откуда ты знаешь, что девочки, да ещё и три сразу?$- Но ведь они сейчас у моей мамы.$Так выпьем же за то, чтобы в вашей семье в ближайшее время было прибавление.
3;Как говорили в древнем Вавилоне: взялся за грудь - говори что-нибудь. Взялся за рюмку - говори тост. Вот мое пожелание: "Пусть вовек не расстаются двое любящих сердец, в сладкой верности срастутся, как того хотел творец". С законным браком вас!
3;Книга супружества состоит из двух частей:$поэзии - медового месяца и прозы - всей остальной жизни. Как вы понимаете, первая часть очень тонкая, вторая - толстая. И это, заметьте, точно соответствует женским габаритам: невеста - тонкая, супруга, сами понимаете, не очень. Поэтому предлагаю вторую часть книги разделить на несколько частей и каждую из них сделать медовой. Пусть не только первый месяц, а все годы супружества будут сладкими и приятными, как это вино в наших бокалах!
3;Лучше иметь хороших врагов, чем плохую тещу. А вообще, если есть теща, других врагов уже не надобно.$Поднимаем бокалы за хороших тещ!
3;Любовь - самое светлое чувство, угодное богу. Любовь двух любящих сердец - это "дар неба", который нужно хранить особенно тщательно и нежно.$Сокровенной тайной с тобой поделюсь,$В двух словах изолью свою нежность и грусть.$С любовью к тебе я в земле растворюсь,$Из праха с любовью к тебе поднимусь...$Я предлагаю выпить за наших молодых! Будем считать, что мы присутствуем на таинстве, когда молодым передается "дар неба". За любовь, для которой нет ничего невозможного! За жениха и невесту! Грянем вместе ГОРЬКО!
3;Мы часто мучаем близких под предлогом того, что желаем им добра.$За тех, кто спешит делать добро по велению собственного сердца!
3;Мы, родители, поздравляем и благословляем наших детей. Им вместе строить своё счастье. Пусть они во всем помогают друг другу, создают крепкую семью и дождутся такого счастливого дня, когда их дети будут вступать в брак, заводить свои семьи. А сейчас, дорогие гости, наполните бокалы, выпьем за молодых, за новую семью и пусть с ними будут всю жизнь вера, надежда, любовь! Горько!
3;На свадьбе один из присутствующих мужчин, который успел к этому времени два раза развестись, так закончил свою речь: "...Я не говорю - сделай свою жену счастливой, я просто желаю, чтобы ты не очень часто заставлял ее страдать...".$Выпьем, уважаемые гости, за мудрые слова! И пожелаем молодым, как можно меньше огорчений! Горько!
3;Одну супружескую пару, в которой долгие годы царит мир и покой, расспрашивают друзья:$- Как вам удается так дружно жить?$- Очень просто, - отвечает муж. - С самого первого дня нашей совместной жизни мы с женой поделили обязанности или, иначе говоря, сферы влияния.$- Это интересно, расскажите поподробней.$- Мелкие вопросы - деньги, продукты, дети - решает в нашей семье жена. Я же решаю крупные проблемы: например, почему у нас испортились отношения с Китаем.$Советую молодым взять на вооружение этот опыт. Поднимаю бокал за молодых!
3;Поистине жизнь разнообразна и противоречива, ей свойственны и формальная, и диалектическая логика. Когда нарушителя уголовного кодекса сковывают цепью, он жаждет ее разорвать. Но вот двое прекрасных молодых людей сковали себя золотыми кольцами, а мы радуемся за них и желаем, чтобы эти оковы никогда не разорвались.$Выпьем за здоровье и счастье новых узников Гименея. Горько!
3;После длительной командировки муж возвращается домой. Жена говорит:$- Милый! Ты хотя бы поцеловал меня!$- Hо, дорогая! - отвечает он. - После шести лет супружества и такие оргии!$Так выпьем же за супружеские оргии независимо от семейного стажа!
3;Привез муж жену в роддом и там услышал такой разговор:$- Моя жена, пока была беременной, - рассказывает один мужчина, - читала книжку "Два капитана". И вот теперь мне сообщают, что она родила двойню!..$Второй подхватывает:$- Вот-вот! Моя тоже все время читала "Трех мушкетеров" и вот родила мне трех сорванцов!$...Мужчина, как услышал эти истории, так побледнел и попросил воды:$- Что с вами? - спрашивают его те мужья.$- Дело в том, что моя жена до самого последнего дня читала... "Али-бабу и сорок разбойников"!$Хочу напомнить молодым: дети - это самое большое богатство на свете! И чем их больше, тем лучше! Приглашаю всех поднять бокалы за молодых и за их будущих детей!
3;Расспрашивают одного семейного человека:$- Вы часто ссоритесь с женой?$- Никогда, - отвечает он. - Как только она по-вышает на меня голос, я твердо говорю: "Замолчи!"$- Ну и?..$- И молчу!$Уважаемый жених! Пожалуйста, не подумай, что это шутка! Именно так ты должен действовать, если хочешь, чтоб ваш брак был счастливым! За молодых!
3;Существует довольно эффективное средство сделать брак крепким и счастливым. Муж и жена берут по листу бумаги и каждый по отдельности начинают их заполнять. На левой половине листа жена пишет все хорошее, что есть в муже, на правой - все, что ей в нем не нравится. Точно так же заполняет свой лист и муж. Далее муж и жена отрывают правые половинки листов, аккуратно их склеивают и... выбрасывают в помойное ведро! А левую половинку каждый из супругов заучивает и повторяет каждый день.$Нет человека, про которого не нашлось бы, что написать на левой половине страницы, тем более, если речь идет о наших молодоженах...$Предлагаю выпить за все хорошее, что есть в нашем женихе и нашей невесте
3;Царство семьи - это царство женщины. Умная, добрая, несварливая жена может, как добрая фея, создать дома атмосферу любви, радости, шутки, юмора, то есть бытие, полное, счастья и яркого света. Во власти женщины сделать из супружеской жизни продолжительное золотое утро. Пожелаем все это нашим новобрачным, пожелаем им счастливой семейной жизни. И пусть мой привет с искристым бокалом вина будет внешним выражением наших пожеланий. Горько!
3;Что происходит в первый год супружеской жизни? Он говорит - она слушает. Второй год: она говорит - он слушает. Ну а на третий год: оба говорят - соседи слушают.$Так давайте же выпьем за то, чтобы наши молодожены жили всю жизнь как первый и второй год, прислушиваясь друг к другу! Тогда Любовь будет указывать им дорогу к счастью!
3;Чудо! Чудо! Уважаемые гости, наше свадебное торжество посетил юный бог брака - Гименей. Он прилетел к нам на своих белоснежных крыльях. Ослепительно ярко горит пламя его брачного факела. Хоры девушек поют ему хвалебные гимны. Все это верные признаки того, что наши молодожены будут любить друг друга всегда и жить в мире и согласии.$Слава Гименею, который объединил наших молодых! Горько!
3;Я замечаю одно анатомическое отклонение у нашего новобрачного... Не удивляйтесь! У него сердце не слева, а справа... там, где сидит его юная, очаровательная жена. Пожелаем же, чтобы этот феномен сохранился на всю их долгую счастливую жизнь, чтобы его сердце всегда тянулось к жене, а сердце жены тянулось к мужу и чтобы союз этих сердец был неподвластен никаким бурям, превратностям, соблазнам и ненастьям. Выпьем за ваше благополучие!
4;- Дорогая, если бы я внезапно разорился, ты бы продолжала меня любить? - Конечно, дорогой, но мне бы тебя очень недоставало.$Выпьем же за женскую любовь!
4;- Любовь - это работа, - говорит один из друзей.$- Какая ж это работа?, - возражает рабочий, - работу все торопятся побыстрее закончить, а здесь никто не торопится. Любовь - это болезнь!$- Какая ж это болезнь? - говорит врач, - от всякой болезни каждый хочет излечиться, а от любви излечиться желающих нету. Скорее любовь - это процесс.$- Какой же это процесс?, - удивляется юрист, - в любом процессе всегда есть потерпевший, а здесь все удовлетворены. Любовь - это наука!$- Какая ж это наука? - говорит профессор, - когда студент может, а я нет.$Так давайте выпьем за вечных студентов любви!
4;Hочь, луна... Он и Она. Он сказал "Да", Она сказала "Hет".$Пpошли года. Hочь, луна... Он и Она. Она сказала "Да", Он сказал "Да". Hо возможности уже были не те.$Так выпьем же за своевpеменность во всем!
